,land_location,sgg_cd,emd_cd,land_gbn,bun,ji,bldg_nm,dong_nm,main_annex_gbn,purpose_cd,purpose_nm,etc_purpose_nm,household_cnt,family_cnt,ho_cnt,lon,lat
584,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,16동,주건축물,2000,공동주택,주택,18,0,0,127.7284291,34.9405889
585,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,7동,주건축물,2000,공동주택,주택,13,0,0,127.7284291,34.9405889
586,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,17동,주건축물,2000,공동주택,주택,18,0,0,127.7284291,34.9405889
587,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,26동,주건축물,2000,공동주택,주택,12,0,0,127.7284291,34.9405889
588,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,2동,주건축물,2000,공동주택,주택,10,0,0,127.7284291,34.9405889
589,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,37동,주건축물,2000,공동주택,주택,21,0,0,127.7284291,34.9405889
590,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,18동,주건축물,2000,공동주택,주택,10,0,0,127.7284291,34.9405889
591,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,30동,주건축물,2000,공동주택,주택,15,0,0,127.7284291,34.9405889
592,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,27동,주건축물,2000,공동주택,주택,18,0,0,127.7284291,34.9405889
593,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,38동,주건축물,2000,공동주택,주택,12,0,0,127.7284291,34.9405889
594,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,14동,주건축물,2000,공동주택,공동주택,15,0,0,127.7284291,34.9405889
595,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,8동,주건축물,2000,공동주택,공동주택,10,0,0,127.7284291,34.9405889
596,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,39동,주건축물,2000,공동주택,주택,18,0,0,127.7284291,34.9405889
597,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,22동,주건축물,2000,공동주택,주택,12,0,0,127.7284291,34.9405889
598,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,34동,주건축물,2000,공동주택,주택,10,0,0,127.7284291,34.9405889
599,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,12동,주건축물,2000,공동주택,공동주택,12,0,0,127.7284291,34.9405889
600,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,24동,주건축물,2000,공동주택,주택,18,0,0,127.7284291,34.9405889
601,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,1동,주건축물,2000,공동주택,주택,18,0,0,127.7284291,34.9405889
602,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,9동,주건축물,2000,공동주택,공동주택,22,0,0,127.7284291,34.9405889
603,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,32동,주건축물,2000,공동주택,주택,18,0,0,127.7284291,34.9405889
604,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,33동,주건축물,2000,공동주택,주택,13,0,0,127.7284291,34.9405889
605,전라남도 광양시 금호동 684번지,46230,11000,0,"""0684""","""0000""",목련빌라,28동,주건축물,2000,공동주택,주택,18,0,0,127.7284291,34.9405889
606,전라남도 광양시 금호동 694번지,46230,11000,0,"""0694""","""0000""",동백아파트,14동,주건축물,2000,공동주택,주택,20,0,0,127.7283033,34.9388939
607,전라남도 광양시 금호동 694번지,46230,11000,0,"""0694""","""0000""",동백아파트,12동,주건축물,2000,공동주택,주택,20,0,0,127.7283033,34.9388939
608,전라남도 광양시 금호동 694번지,46230,11000,0,"""0694""","""0000""",동백아파트,13동,주건축물,2000,공동주택,주택,20,0,0,127.7283033,34.9388939
609,전라남도 광양시 금호동 712번지,46230,11000,0,"""0712""","""0000""",동백아파트,7동,주건축물,2000,공동주택,주택,30,0,0,127.7310154,34.9363848
610,전라남도 광양시 금호동 712번지,46230,11000,0,"""0712""","""0000""",동백아파트,1동,주건축물,2000,공동주택,아파트,30,0,0,127.7310154,34.9363848
611,전라남도 광양시 금호동 712번지,46230,11000,0,"""0712""","""0000""",동백아파트,2동,주건축물,2000,공동주택,공동주택,30,0,0,127.7310154,34.9363848
612,전라남도 광양시 금호동 713번지,46230,11000,0,"""0713""","""0000""",동백아파트,3동,주건축물,2000,공동주택,공동주택,30,0,0,127.7306732,34.9372765
613,전라남도 광양시 금호동 713번지,46230,11000,0,"""0713""","""0000""",동백아파트,4동,주건축물,2000,공동주택,공동주택,30,0,0,127.7306732,34.9372765
614,전라남도 광양시 금호동 714번지,46230,11000,0,"""0714""","""0000""",동백아파트5동,5동,주건축물,2000,공동주택,아파트,15,0,0,127.7302989,34.9379247
615,전라남도 광양시 금호동 714번지,46230,11000,0,"""0714""","""0000""",동백아파트,6동,주건축물,2000,공동주택,공동주택,15,0,0,127.7302989,34.9379247
616,전라남도 광양시 금호동 715번지,46230,11000,0,"""0715""","""0000""",동백아파트,9동,주건축물,2000,공동주택,주택,20,0,0,127.7295412,34.9386262
617,전라남도 광양시 금호동 715번지,46230,11000,0,"""0715""","""0000""",동백아파트,11동,주건축물,2000,공동주택,주택,30,0,0,127.7295412,34.9386262
618,전라남도 광양시 금호동 715번지,46230,11000,0,"""0715""","""0000""",동백아파트,8동,주건축물,2000,공동주택,주택,30,0,0,127.7295412,34.9386262
619,전라남도 광양시 금호동 715번지,46230,11000,0,"""0715""","""0000""",동백아파트,10동,주건축물,2000,공동주택,주택,30,0,0,127.7295412,34.9386262
620,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,17동,주건축물,2000,공동주택,주택,22,0,0,127.7326751,34.9376956
621,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,2동,주건축물,2000,공동주택,주택,12,0,0,127.7326751,34.9376956
622,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,14동,주건축물,2000,공동주택,아파트(주택),12,0,0,127.7326751,34.9376956
623,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,1동,주건축물,2000,공동주택,주택,12,0,0,127.7326751,34.9376956
624,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,6동,주건축물,2000,공동주택,주택,19,0,0,127.7326751,34.9376956
625,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,4동,주건축물,2000,공동주택,주택,22,0,0,127.7326751,34.9376956
626,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,26동,주건축물,2000,공동주택,주택,12,0,0,127.7326751,34.9376956
627,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,31동,주건축물,2000,공동주택,아파트,20,0,0,127.7326751,34.9376956
628,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,38동,주건축물,2000,공동주택,주택,12,0,0,127.7326751,34.9376956
629,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,15동,주건축물,2000,공동주택,아파트(주택),12,0,0,127.7326751,34.9376956
630,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,37동,주건축물,2000,공동주택,아파트,18,0,0,127.7326751,34.9376956
631,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,27동,주건축물,2000,공동주택,주택,19,0,0,127.7326751,34.9376956
632,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,16동,주건축물,2000,공동주택,아파트(주택),19,0,0,127.7326751,34.9376956
633,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,10동,주건축물,2000,공동주택,주택,19,0,0,127.7326751,34.9376956
634,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,20동,주건축물,2000,공동주택,주택,12,0,0,127.7326751,34.9376956
635,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,12동,주건축물,2000,공동주택,주택,22,0,0,127.7326751,34.9376956
636,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,35동,주건축물,2000,공동주택,아파트,12,0,0,127.7326751,34.9376956
637,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,5동,주건축물,2000,공동주택,주택,12,0,0,127.7326751,34.9376956
638,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,19동,주건축물,2000,공동주택,주택전유,19,0,0,127.7326751,34.9376956
639,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,7동,주건축물,2000,공동주택,주택,22,0,0,127.7326751,34.9376956
640,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,23동,주건축물,2000,공동주택,주택,12,0,0,127.7326751,34.9376956
641,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,11동,주건축물,2000,공동주택,주택,19,0,0,127.7326751,34.9376956
642,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,22동,주건축물,2000,공동주택,주택,22,0,0,127.7326751,34.9376956
643,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,21동,주건축물,2000,공동주택,주택,19,0,0,127.7326751,34.9376956
644,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,28동,주건축물,2000,공동주택,주택,12,0,0,127.7326751,34.9376956
645,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,3동,주건축물,2000,공동주택,주택,19,0,0,127.7326751,34.9376956
646,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,18동,주건축물,2000,공동주택,주택,12,0,0,127.7326751,34.9376956
647,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,13동,주건축물,2000,공동주택,아파트(주택),19,0,0,127.7326751,34.9376956
648,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,32동,주건축물,2000,공동주택,아파트,23,0,0,127.7326751,34.9376956
649,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,30동,주건축물,2000,공동주택,주택,19,0,0,127.7326751,34.9376956
650,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,8동,주건축물,2000,공동주택,주택,19,0,0,127.7326751,34.9376956
651,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,36동,주건축물,2000,공동주택,아파트,12,0,0,127.7326751,34.9376956
652,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,24동,주건축물,2000,공동주택,주택,17,0,0,127.7326751,34.9376956
653,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,33동,주건축물,2000,공동주택,아파트,12,0,0,127.7326751,34.9376956
654,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,9동,주건축물,2000,공동주택,주택,12,0,0,127.7326751,34.9376956
655,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,25동,주건축물,2000,공동주택,주택,12,0,0,127.7326751,34.9376956
656,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,29동,주건축물,2000,공동주택,주택,17,0,0,127.7326751,34.9376956
657,전라남도 광양시 금호동 717번지,46230,11000,0,"""0717""","""0000""",목련연립아파트,34동,주건축물,2000,공동주택,아파트,20,0,0,127.7326751,34.9376956
658,전라남도 광양시 금호동 720번지,46230,11000,0,"""0720""","""0000""",장미아파트,26동,주건축물,2000,공동주택,주택,16,0,0,127.7342912,34.9389522
659,전라남도 광양시 금호동 720번지,46230,11000,0,"""0720""","""0000""",장미아파트,20동,주건축물,2000,공동주택,아파트,30,0,0,127.7342912,34.9389522
660,전라남도 광양시 금호동 720번지,46230,11000,0,"""0720""","""0000""",장미아파트,21동,주건축물,2000,공동주택,아파트,20,0,0,127.7342912,34.9389522
661,전라남도 광양시 금호동 720번지,46230,11000,0,"""0720""","""0000""",장미아파트,24동,주건축물,2000,공동주택,주택,28,0,0,127.7342912,34.9389522
662,전라남도 광양시 금호동 720번지,46230,11000,0,"""0720""","""0000""",장미아파트,25동,주건축물,2000,공동주택,주택,22,0,0,127.7342912,34.9389522
663,전라남도 광양시 금호동 720번지,46230,11000,0,"""0720""","""0000""",장미아파트,23동,주건축물,2000,공동주택,아파트,30,0,0,127.7342912,34.9389522
664,전라남도 광양시 금호동 720번지,46230,11000,0,"""0720""","""0000""",장미아파트,22동,주건축물,2000,공동주택,아파트,20,0,0,127.7342912,34.9389522
665,전라남도 광양시 금호동 724번지,46230,11000,0,"""0724""","""0000""",장미아파트,3동,주건축물,2000,공동주택,아파트,15,0,0,127.7337646,34.9427011
666,전라남도 광양시 금호동 724번지,46230,11000,0,"""0724""","""0000""",장미아파트,5동,주건축물,2000,공동주택,주택,30,0,0,127.7337646,34.9427011
667,전라남도 광양시 금호동 724번지,46230,11000,0,"""0724""","""0000""",장미아파트,4동,주건축물,2000,공동주택,아파트,30,0,0,127.7337646,34.9427011
668,전라남도 광양시 금호동 724번지,46230,11000,0,"""0724""","""0000""",장미아파트,1동,주건축물,2000,공동주택,주택,30,0,0,127.7337646,34.9427011
669,전라남도 광양시 금호동 724번지,46230,11000,0,"""0724""","""0000""",장미아파트,6동,주건축물,2000,공동주택,주택,30,0,0,127.7337646,34.9427011
670,전라남도 광양시 금호동 724번지,46230,11000,0,"""0724""","""0000""",장미아파트,2동,주건축물,2000,공동주택,주택,30,0,0,127.7337646,34.9427011
671,전라남도 광양시 금호동 724번지,46230,11000,0,"""0724""","""0000""",장미아파트,8동,주건축물,2000,공동주택,주택,30,0,0,127.7337646,34.9427011
672,전라남도 광양시 금호동 724번지,46230,11000,0,"""0724""","""0000""",장미아파트,7동,주건축물,2000,공동주택,주택,30,0,0,127.7337646,34.9427011
673,전라남도 광양시 금호동 725번지,46230,11000,0,"""0725""","""0000""",장미아파트,13동,주건축물,2000,공동주택,공동주택(아파트),30,0,0,127.7332656,34.9412667
674,전라남도 광양시 금호동 725번지,46230,11000,0,"""0725""","""0000""",장미아파트,16동,주건축물,2000,공동주택,주택,30,0,0,127.7332656,34.9412667
675,전라남도 광양시 금호동 725번지,46230,11000,0,"""0725""","""0000""",장미아파트,12동,주건축물,2000,공동주택,공동주택(아파트),20,0,0,127.7332656,34.9412667
676,전라남도 광양시 금호동 725번지,46230,11000,0,"""0725""","""0000""",장미아파트,14동,주건축물,2000,공동주택,공동주택(아파트),30,0,0,127.7332656,34.9412667
677,전라남도 광양시 금호동 725번지,46230,11000,0,"""0725""","""0000""",장미아파트,19동,주건축물,2000,공동주택,주택,30,0,0,127.7332656,34.9412667
678,전라남도 광양시 금호동 725번지,46230,11000,0,"""0725""","""0000""",장미아파트,18동,주건축물,2000,공동주택,주택,20,0,0,127.7332656,34.9412667
679,전라남도 광양시 금호동 725번지,46230,11000,0,"""0725""","""0000""",장미아파트,17동,주건축물,2000,공동주택,주택,20,0,0,127.7332656,34.9412667
680,전라남도 광양시 금호동 725번지,46230,11000,0,"""0725""","""0000""",장미아파트,15동,주건축물,2000,공동주택,공동주택(아파트),30,0,0,127.7332656,34.9412667
681,전라남도 광양시 금호동 725번지,46230,11000,0,"""0725""","""0000""",장미연립아파트,11동,주건축물,2000,공동주택,연립주택,18,0,0,127.7332656,34.9412667
682,전라남도 광양시 금호동 725번지,46230,11000,0,"""0725""","""0000""",장미아파트,10동,주건축물,2000,공동주택,주택,20,0,0,127.7332656,34.9412667
683,전라남도 광양시 금호동 725번지,46230,11000,0,"""0725""","""0000""",장미연립아파트,13동,주건축물,2000,공동주택,공동주택,12,0,0,127.7332656,34.9412667
684,전라남도 광양시 금호동 725번지,46230,11000,0,"""0725""","""0000""",장미아파트,9동,주건축물,2000,공동주택,주택,20,0,0,127.7332656,34.9412667
685,전라남도 광양시 금호동 725번지,46230,11000,0,"""0725""","""0000""",장미연립아파트,14동,주건축물,2000,공동주택,공동주택,18,0,0,127.7332656,34.9412667
686,전라남도 광양시 금호동 725번지,46230,11000,0,"""0725""","""0000""",장미연립아파트,12동,주건축물,2000,공동주택,공동주택,12,0,0,127.7332656,34.9412667
687,전라남도 광양시 금호동 725번지,46230,11000,0,"""0725""","""0000""",장미아파트,11동,주건축물,2000,공동주택,주택,20,0,0,127.7332656,34.9412667
688,전라남도 광양시 금호동 727번지,46230,11000,0,"""0727""","""0000""",장미연립아파트,9동,주건축물,2000,공동주택,공동주택,16,0,0,127.7314126,34.9421461
689,전라남도 광양시 금호동 727번지,46230,11000,0,"""0727""","""0000""",장미연립아파트,7동,주건축물,2000,공동주택,공동주택,12,0,0,127.7314126,34.9421461
690,전라남도 광양시 금호동 727번지,46230,11000,0,"""0727""","""0000""",장미연립아파트,10동,주건축물,2000,공동주택,공동주택,16,0,0,127.7314126,34.9421461
691,전라남도 광양시 금호동 727번지,46230,11000,0,"""0727""","""0000""",장미연립아파트,8동,주건축물,2000,공동주택,공동주택,10,0,0,127.7314126,34.9421461
692,전라남도 광양시 금호동 728번지,46230,11000,0,"""0728""","""0000""",장미연립아파트,4동,주건축물,2000,공동주택,연립주택,16,0,0,127.7311687,34.9431101
693,전라남도 광양시 금호동 728번지,46230,11000,0,"""0728""","""0000""",장미연립아파트,5동,주건축물,2000,공동주택,연립주택,16,0,0,127.7311687,34.9431101
694,전라남도 광양시 금호동 728번지,46230,11000,0,"""0728""","""0000""",장미연립아파트,6동,주건축물,2000,공동주택,연립주택,16,0,0,127.7311687,34.9431101
695,전라남도 광양시 금호동 733번지,46230,11000,0,"""0733""","""0000""",장미연립아파트,1동,주건축물,2000,공동주택,주택,4,0,0,127.7318914,34.9430486
696,전라남도 광양시 금호동 739번지,46230,11000,0,"""0739""","""0000""",장미연립아파트,2동,주건축물,2000,공동주택,주택,3,0,0,127.7321886,34.9425534
697,전라남도 광양시 금호동 743번지,46230,11000,0,"""0743""","""0000""",장미연립아파트,3동,주건축물,2000,공동주택,주택,3,0,0,127.7323207,34.9423284
698,전라남도 광양시 금호동 825번지,46230,11000,0,"""0825""","""0000""",초원아파트,6동,주건축물,2000,공동주택,공동주택,28,0,0,127.7202479,34.9383978
699,전라남도 광양시 금호동 825번지,46230,11000,0,"""0825""","""0000""",초원아파트,4동,주건축물,2000,공동주택,공동주택,28,0,0,127.7202479,34.9383978
700,전라남도 광양시 금호동 825번지,46230,11000,0,"""0825""","""0000""",초원아파트,5동,주건축물,2000,공동주택,공동주택,28,0,0,127.7202479,34.9383978
701,전라남도 광양시 금호동 825번지,46230,11000,0,"""0825""","""0000""",초원아파트,12동,주건축물,2000,공동주택,공동주택,28,0,0,127.7202479,34.9383978
702,전라남도 광양시 금호동 825번지,46230,11000,0,"""0825""","""0000""",초원아파트,3동,주건축물,2000,공동주택,공동주택,28,0,0,127.7202479,34.9383978
703,전라남도 광양시 금호동 825번지,46230,11000,0,"""0825""","""0000""",초원아파트,9동,주건축물,2000,공동주택,공동주택,28,0,0,127.7202479,34.9383978
704,전라남도 광양시 금호동 825번지,46230,11000,0,"""0825""","""0000""",초원아파트,7동,주건축물,2000,공동주택,공동주택,28,0,0,127.7202479,34.9383978
705,전라남도 광양시 금호동 825번지,46230,11000,0,"""0825""","""0000""",초원아파트,8동,주건축물,2000,공동주택,공동주택,28,0,0,127.7202479,34.9383978
706,전라남도 광양시 금호동 825번지,46230,11000,0,"""0825""","""0000""",초원아파트,1동,주건축물,2000,공동주택,공동주택,28,0,0,127.7202479,34.9383978
707,전라남도 광양시 금호동 825번지,46230,11000,0,"""0825""","""0000""",초원아파트,11동,주건축물,2000,공동주택,공동주택,28,0,0,127.7202479,34.9383978
708,전라남도 광양시 금호동 825번지,46230,11000,0,"""0825""","""0000""",초원아파트,10동,주건축물,2000,공동주택,공동주택,28,0,0,127.7202479,34.9383978
709,전라남도 광양시 금호동 825번지,46230,11000,0,"""0825""","""0000""",초원아파트,2동,주건축물,2000,공동주택,공동주택,28,0,0,127.7202479,34.9383978
710,전라남도 광양시 금호동 826번지,46230,11000,0,"""0826""","""0000""",송죽아파트,3동,주건축물,2000,공동주택,공동주택,116,0,0,127.7184496,34.9392681
711,전라남도 광양시 금호동 826번지,46230,11000,0,"""0826""","""0000""",송죽아파트,1동,주건축물,2000,공동주택,공동주택,47,0,0,127.7184496,34.9392681
712,전라남도 광양시 금호동 826번지,46230,11000,0,"""0826""","""0000""",송죽아파트,2동,주건축물,2000,공동주택,공동주택,47,0,0,127.7184496,34.9392681
713,전라남도 광양시 광양읍 우산리 20-1번지,46230,25021,0,"""0020""","""0001""",월파로하스빌,101동,주건축물,2000,공동주택,다세대주택,3,0,0,127.598541,34.9918378
714,전라남도 광양시 광양읍 우산리 20-1번지,46230,25021,0,"""0020""","""0001""",월파로하스빌,103동,주건축물,2000,공동주택,다세대주택,4,0,0,127.598541,34.9918378
715,전라남도 광양시 광양읍 우산리 20-1번지,46230,25021,0,"""0020""","""0001""",월파로하스빌,105동,주건축물,2000,공동주택,다세대주택,4,0,0,127.598541,34.9918378
716,전라남도 광양시 광양읍 우산리 20-1번지,46230,25021,0,"""0020""","""0001""",월파로하스빌,102동,주건축물,2000,공동주택,다세대주택,4,0,0,127.598541,34.9918378
717,전라남도 광양시 광양읍 우산리 20-1번지,46230,25021,0,"""0020""","""0001""",월파로하스빌,104동,주건축물,2000,공동주택,다세대주택,4,0,0,127.598541,34.9918378
718,전라남도 광양시 광양읍 우산리 20-4번지,46230,25021,0,"""0020""","""0004""",월파로하스빌,201동,주건축물,2000,공동주택,연립주택,10,0,0,127.5989585,34.9915957
719,전라남도 광양시 광양읍 우산리 20-8번지,46230,25021,0,"""0020""","""0008""",월파로하스빌,301동,주건축물,2000,공동주택,공동주택,4,0,0,127.5989049,34.9913612
720,전라남도 광양시 광양읍 우산리 20-8번지,46230,25021,0,"""0020""","""0008""",월파로하스빌,302동,주건축물,2000,공동주택,공동주택,4,0,0,127.5989049,34.9913612
721,전라남도 광양시 광양읍 우산리 20-8번지,46230,25021,0,"""0020""","""0008""",월파로하스빌,303동,주건축물,2000,공동주택,공동주택,4,0,0,127.5989049,34.9913612
722,전라남도 광양시 광양읍 우산리 20-9번지,46230,25021,0,"""0020""","""0009""",,월파로하스빌 402동,주건축물,2000,공동주택,공동주택,6,0,0,127.5990919,34.9911905
723,전라남도 광양시 광양읍 우산리 20-9번지,46230,25021,0,"""0020""","""0009""",,월파로하스빌 401동,주건축물,2000,공동주택,공동주택,6,0,0,127.5990919,34.9911905
724,전라남도 광양시 광양읍 우산리 406-4번지,46230,25021,0,"""0406""","""0004""",다세대주택,B동,주건축물,2000,공동주택,다세대주택,5,0,0,127.5913838,34.9816545
725,전라남도 광양시 광양읍 우산리 406-8번지,46230,25021,0,"""0406""","""0008""",연립주택,A동,주건축물,2000,공동주택,연립주택,9,0,1,127.591668,34.9817816
727,전라남도 광양시 광양읍 우산리 407-6번지,46230,25021,0,"""0407""","""0006""",동원아파트,,주건축물,2000,공동주택,아파트,40,0,0,127.5913395,34.9817535
728,전라남도 광양시 광양읍 우산리 478번지,46230,25021,0,"""0478""","""0000""",,제1동,주건축물,2000,공동주택,공동주택,18,0,0,127.5899898,34.9822718
729,전라남도 광양시 광양읍 우산리 533-1번지,46230,25021,0,"""0533""","""0001""",태양아파트,A동,주건축물,2000,공동주택,연립주택,18,0,0,127.5877288,34.9810111
730,전라남도 광양시 광양읍 우산리 533-2번지,46230,25021,0,"""0533""","""0002""",태양연립주택,B동,주건축물,2000,공동주택,연립주택,15,0,0,127.5879145,34.9811289
731,전라남도 광양시 광양읍 우산리 533-4번지,46230,25021,0,"""0533""","""0004""",태양연립주택,C동,주건축물,2000,공동주택,연립주택,12,0,0,127.5879056,34.9807142
732,전라남도 광양시 광양읍 우산리 562번지,46230,25021,0,"""0562""","""0000""",시엘2차,202동,주건축물,2000,공동주택,공동주택,8,0,0,127.590375,34.9818945
733,전라남도 광양시 광양읍 우산리 562번지,46230,25021,0,"""0562""","""0000""",시엘2차,201동,주건축물,2000,공동주택,공동주택,8,0,0,127.590375,34.9818945
734,전라남도 광양시 광양읍 우산리 563-1번지,46230,25021,0,"""0563""","""0001""",백운아파트,,주건축물,2000,공동주택,아파트,30,0,0,127.590486,34.9815883
735,전라남도 광양시 광양읍 구산리 137-2번지,46230,25022,0,"""0137""","""0002""",,상가동,주건축물,3000,제1종근린생활시설,상가및근린생활시설,0,0,11,127.5847674,34.9840209
736,전라남도 광양시 광양읍 구산리 137-2번지,46230,25022,0,"""0137""","""0002""",삼익아파트,102동,주건축물,2000,공동주택,아파트,89,0,0,127.5847674,34.9840209
737,전라남도 광양시 광양읍 구산리 137-2번지,46230,25022,0,"""0137""","""0002""",삼익아파트,101동,주건축물,2000,공동주택,아파트,116,0,0,127.5847674,34.9840209
738,전라남도 광양시 광양읍 구산리 762-2번지,46230,25022,0,"""0762""","""0002""",매화마을 주공아파트,103동,주건축물,2000,공동주택,공동주택(아파트),60,0,0,127.5789099,34.983559
739,전라남도 광양시 광양읍 구산리 762-2번지,46230,25022,0,"""0762""","""0002""",매화마을 주공아파트,109동,주건축물,2000,공동주택,공동주택(아파트),60,0,0,127.5789099,34.983559
740,전라남도 광양시 광양읍 구산리 762-2번지,46230,25022,0,"""0762""","""0002""",매화마을 주공아파트,106동,주건축물,2000,공동주택,공동주택(아파트),90,0,0,127.5789099,34.983559
741,전라남도 광양시 광양읍 구산리 762-2번지,46230,25022,0,"""0762""","""0002""",매화마을 주공아파트,상가동,주건축물,3000,제1종근린생활시설,근린생활시설,0,8,8,127.5789099,34.983559
742,전라남도 광양시 광양읍 구산리 762-2번지,46230,25022,0,"""0762""","""0002""",매화마을 주공아파트,105동,주건축물,2000,공동주택,공동주택(아파트),90,0,0,127.5789099,34.983559
743,전라남도 광양시 광양읍 구산리 762-2번지,46230,25022,0,"""0762""","""0002""",매화마을 주공아파트,108동,주건축물,2000,공동주택,공동주택(아파트),60,0,0,127.5789099,34.983559
744,전라남도 광양시 광양읍 구산리 762-2번지,46230,25022,0,"""0762""","""0002""",매화마을 주공아파트,101동,주건축물,2000,공동주택,공동주택(아파트),44,0,0,127.5789099,34.983559
745,전라남도 광양시 광양읍 구산리 762-2번지,46230,25022,0,"""0762""","""0002""",매화마을 주공아파트,107동,주건축물,2000,공동주택,공동주택(아파트),90,0,0,127.5789099,34.983559
746,전라남도 광양시 광양읍 구산리 762-2번지,46230,25022,0,"""0762""","""0002""",매화마을 주공아파트,110동,주건축물,2000,공동주택,공동주택(아파트),60,0,0,127.5789099,34.983559
747,전라남도 광양시 광양읍 구산리 762-2번지,46230,25022,0,"""0762""","""0002""",매화마을 주공아파트,104동,주건축물,2000,공동주택,공동주택(아파트),60,0,0,127.5789099,34.983559
